channel_width_id,stream_sample_site_ids,stream_crossing_ids,wscode_ltree,localcode_ltree,watershed_group_code,stream_order,stream_magnitude,gradient,upstream_area_ha,upstream_lake_ha,upstream_reservoir_ha,upstream_wetland_ha,channel_width_measured,map
185,,{124248},100.458399.638146.160656.095739,100.458399.638146.160656.095739,HORS,1,1,0.04135,0,39.9,0,0.64,0.45,589
186,,{124247},100.458399.638146.160656.096393,100.458399.638146.160656.096393,HORS,1,1,0.04855,0,39.9,0,0,0.64,592
187,,{126541},100.458399.638146.160656.096939,100.458399.638146.160656.096939,HORS,1,1,0.0152,0,39.9,0,5.86,0.55,591
188,,{124249},100.458399.638146.160656.128245,100.458399.638146.160656.128245,HORS,2,2,0.002033333333333333,158.0478,5822.56,0,7.22,3.48,579
189,,"{57593,124401}",100.458399.638146.160656.130071.412976,100.458399.638146.160656.130071.412976.418397,HORS,1,1,0.0173625,0,0.14,0,1.72,1.13,657
190,,{125929},100.458399.638146.160656.130071.412976.325801,100.458399.638146.160656.130071.412976.325801,HORS,1,1,0.030385714285714287,0,2.19,0,7.66,1.08,647
191,,{57549},100.458399.638146.160656.130071.412976.418397,100.458399.638146.160656.130071.412976.418397,HORS,1,1,0.009774999999999999,0,0.72,0,1.62,0.91,637
192,,{57513},100.458399.638146.160656.130071.487208,100.458399.638146.160656.130071.487208,HORS,1,1,0.023200000000000002,0,20.43,0,15.15,1.01,605
193,,{57525},100.458399.638146.160656.130071.574471,100.458399.638146.160656.130071.574471,HORS,1,1,0.020319999999999998,0,7.62,0,1.64,1.7,617
194,,{57521},100.458399.638146.160656.130982,100.458399.638146.160656.130982,HORS,1,1,0.021840000000000002,0,5802.53,0,0.5,0.34,594
195,"{46974,46973}","{126521,126521}",100.458399.638146.160656.155968,100.458399.638146.160656.155968.462978,HORS,3,6,0.006866666666666667,861.5138,172.52,0,7.53,8.44,616
196,,"{126536,126538}",100.458399.638146.160656.155968.069021,100.458399.638146.160656.155968.069021,HORS,2,2,0.016277777777777776,34.7975,5.97,0,3.73,1,593
197,,{126520},100.458399.638146.160656.155968.748497,100.458399.638146.160656.155968.748497.193130,HORS,1,1,0.009733333333333335,0,0,0,2.43,0.77,626
198,,{126519},100.458399.638146.160656.155968.748497.193130,100.458399.638146.160656.155968.748497.193130,HORS,1,1,0.02665,0,0,0,2.03,0.7,628
199,,{126518},100.458399.638146.160656.155968.759295,100.458399.638146.160656.155968.759295,HORS,1,1,0.028966666666666665,0,93.68,0,0.31,0.83,628
200,"{47001,47000}","{57520,57520}",100.458399.638146.160656.169130,100.458399.638146.160656.169130,HORS,3,7,0.022466666666666666,749.0239,5807.79,0,15.35,2.7,610
201,,{57536},100.458399.638146.160656.169130,100.458399.638146.160656.169130.450122,HORS,2,3,0.0937,138.7205,0,0,1.44,1.14,735
202,,{57359},100.458399.638146.160656.169130.341986,100.458399.638146.160656.169130.341986,HORS,2,2,0.04788571428571429,129.061,5.18,0,6.84,0.58,626
203,,{57537},100.458399.638146.160656.169130.450122,100.458399.638146.160656.169130.450122,HORS,2,2,0.09149999999999998,117.3917,0,0,2.2,1.52,688
204,,{57518},100.458399.638146.160656.207151,100.458399.638146.160656.207151,HORS,2,2,0.0832,84.8319,5805.99,0,3.03,0.58,625
205,,"{57534,125900}",100.458399.638146.160656.220660,100.458399.638146.160656.220660.465785,HORS,1,1,0.027259999999999996,0,0,0,1.14,0.74,797
206,{47736},,100.458399.638146.160656.276705,100.458399.638146.160656.276705.540374,HORS,2,7,0.0107,588.8231,17.01,0,10.83,2.42,703
207,,{126528},100.458399.638146.160656.276705.540374,100.458399.638146.160656.276705.540374,HORS,1,1,0.0721,0,0,0,0,1.27,763
208,,{126529},100.458399.638146.160656.276705.807889,100.458399.638146.160656.276705.807889,HORS,1,1,0.019766666666666665,0,7.27,0,7.35,0.57,766
209,,{126530},100.458399.638146.160656.276705.851194,100.458399.638146.160656.276705.851194,HORS,1,1,0.007933333333333334,0,3.06,0,7.35,1.07,759
210,,"{57531,57605}",100.458399.638146.160656.283116,100.458399.638146.160656.283116.150652,HORS,2,3,0.0698,406.2279,0,0,4.08,0.49,692
211,"{47005,47005,47004,47004}","{125904,125903,125904,125903}",100.458399.638146.160656.283116,100.458399.638146.160656.283116.390353,HORS,1,1,0.0626,0,0,0,4.08,2.92,902
212,"{47002,47003}","{57529,57529}",100.458399.638146.160656.317199,100.458399.638146.160656.317199.198603,HORS,2,4,0.0645,588.7899,0,0,0,3.74,763
213,,"{125907,124336,124337}",100.458399.638146.160656.317199,100.458399.638146.160656.317199.797378,HORS,1,1,0.181,0,0,0,0,2.47,1013
214,,{57528},100.458399.638146.160656.317199.198603,100.458399.638146.160656.317199.198603,HORS,2,2,0.1889,65.5112,0,0,0,1.19,865
215,,{57527},100.458399.638146.160656.341941,100.458399.638146.160656.341941.440434,HORS,2,2,0.2074,168.454,0,0,0,2.42,760
216,,{125910},100.458399.638146.160656.341941,100.458399.638146.160656.341941.512441,HORS,1,1,0.2089,0,0,0,0,1.85,962
217,,{125912},100.458399.638146.160656.349408,100.458399.638146.160656.349408,HORS,1,1,0.0721,0,5802.43,0,0,1.92,725
218,,"{125913,125915}",100.458399.638146.160656.358469,100.458399.638146.160656.358469,HORS,1,1,0.1102,0,5802.43,0,0,1.8,955
219,,{126525},100.458399.638146.160656.370409,100.458399.638146.160656.370409.689917,HORS,1,1,0.02745,0,25.55,0,0,0.63,771
220,,{126563},100.458399.638146.160656.466582,100.458399.638146.160656.466582.727056,HORS,1,1,0.0034333333333333334,0,62.81,0,0,0.83,666
221,,{126562},100.458399.638146.160656.466582.691450,100.458399.638146.160656.466582.691450,HORS,1,1,0.0123,0,57.23,0,0,0.73,663
222,,"{126561,126560}",100.458399.638146.160656.472794,100.458399.638146.160656.472794,HORS,1,1,0.0475,0,5802.43,0,0,0.8,644
223,,{57376},100.458399.638146.160656.496306.724191,100.458399.638146.160656.496306.724191,HORS,1,1,0.0648,0,0,0,0,0,650
224,,{57382},100.458399.638146.160656.552109,100.458399.638146.160656.552109.549716,HORS,2,3,0.0478,220.1215,1.85,0,0.8,2.08,884
225,,{57380},100.458399.638146.160656.552109.354314,100.458399.638146.160656.552109.354314.592760,HORS,2,2,0.0548,138.5136,12.11,0,0.89,0.76,721
226,,{57381},100.458399.638146.160656.552109.549716,100.458399.638146.160656.552109.549716,HORS,1,1,0.0509,0,0,0,0,0.98,724
227,,{126535},100.458399.638146.160656.580597.275665,100.458399.638146.160656.580597.275665.678008,HORS,1,1,0.02665,0,26.31,0,0,0.73,649
228,,{126534},100.458399.638146.160656.580597.275665.678008,100.458399.638146.160656.580597.275665.678008,HORS,1,1,0.0336,0,26.31,0,1.47,0.73,654
229,,"{124383,124387,124380,124385,124384,124388,124386}",100.458399.638146.160656.615528,100.458399.638146.160656.615528.334124,HORS,1,1,0.236,0,0,0,0,1.5,963
230,,{126531},100.458399.638146.160656.638672.295708,100.458399.638146.160656.638672.295708,HORS,1,1,0.0308,0,0,0,5.32,0.53,640
231,,{126532},100.458399.638146.160656.638672.348816,100.458399.638146.160656.638672.348816,HORS,1,1,0.03525,0,18.53,0,0,0.73,639
232,,{57121},100.458399.638146.160656.669834,100.458399.638146.160656.669834.536210,HORS,2,3,0.1017,286.2574,0,0,14.02,3.63,1092
233,,"{57123,57120}",100.458399.638146.160656.669834.536210.042803,100.458399.638146.160656.669834.536210.042803,HORS,1,1,0.1596,0,0,0,0,2.34,1086
234,,{57119},100.458399.638146.160656.669834.536210.151786,100.458399.638146.160656.669834.536210.151786,HORS,1,1,0.1827,0,0,0,0,1.09,1059
235,"{46991,46991,46990,46990}","{57151,197181,57151,197181}",100.458399.638146.160656.698797,100.458399.638146.160656.698797.617327,HORS,2,4,0.0989,494.3729,0,0,0.24,4.29,1109
236,,{123890},100.458399.638146.160656.698797,100.458399.638146.160656.698797.770664,HORS,2,3,0.116,145.7532,0,0,0.24,2.74,1268
237,,{125923},100.458399.638146.160656.698797.199738,100.458399.638146.160656.698797.199738,HORS,1,1,0.1089,0,0,0,0,0.32,854
238,,{123898},100.458399.638146.160656.698797.445991,100.458399.638146.160656.698797.445991,HORS,1,1,0.4188,0,0,0,0,0.44,1213
239,,{123897},100.458399.638146.160656.698797.471861,100.458399.638146.160656.698797.471861,HORS,2,2,0.1556,39.5581,0,0,0,1.42,1062
240,,{123896},100.458399.638146.160656.698797.508758,100.458399.638146.160656.698797.508758.042505,HORS,1,1,0.3681,0,0,0,0,0.72,1157
241,,{123895},100.458399.638146.160656.698797.508758.042505,100.458399.638146.160656.698797.508758.042505,HORS,2,2,0.0428,62.844,0,0,0,1.37,1036
242,,{123900},100.458399.638146.160656.698797.508758.042505,100.458399.638146.160656.698797.508758.042505.314945,HORS,1,1,0.2796,0,0,0,0,0.86,1127
243,,{123899},100.458399.638146.160656.698797.508758.042505.314945,100.458399.638146.160656.698797.508758.042505.314945,HORS,1,1,0.1003,0,0,0,0,0.4,1108
244,,{57388},100.458399.638146.160656.698797.603153.048088,100.458399.638146.160656.698797.603153.048088,HORS,1,1,0.2273,0,0,0,0,0.93,1143
245,,"{123892,57385,57386,124361}",100.458399.638146.160656.698797.603153.171906,100.458399.638146.160656.698797.603153.171906,HORS,2,4,0.221,112.9856,0,0,0,1.48,1159
246,,{125922},100.458399.638146.160656.698797.603153.171906,100.458399.638146.160656.698797.603153.171906.330557,HORS,2,3,0.2266,60.5547,0,0,0,1.64,1334
247,,{123891},100.458399.638146.160656.698797.770664,100.458399.638146.160656.698797.770664,HORS,1,1,0.2891,0,0,0,0,2.37,1399
248,,{124360},100.458399.638146.160656.698797.914642,100.458399.638146.160656.698797.914642,HORS,1,1,0.2176,0,0,0,0,0.6,1293
249,,{57208},100.458399.638146.160656.812390,100.458399.638146.160656.812390.134245,HORS,3,14,0.2667,542.1123,5.92,0,1.33,2.65,988
250,,{57207},100.458399.638146.160656.812390.134245,100.458399.638146.160656.812390.134245,HORS,1,1,0.2422,0,0,0,0,0.23,917
251,,{124268},100.458399.638146.164516,100.458399.638146.164516,HORS,2,2,0.01035,425.5405,1.03,0,9.01,1.79,575
252,,{124269},100.458399.638146.167115,100.458399.638146.167115,HORS,1,1,0.0033666666666666667,0,0,0,1.36,1.2,574
253,,{124277},100.458399.638146.174227,100.458399.638146.174227.087094,HORS,2,4,0.012333333333333333,226.1745,0.13,0,18.59,1.96,574
254,,{124278},100.458399.638146.174227,100.458399.638146.174227.293365,HORS,2,3,0.0376,158.1629,0,0,0,1.06,575
255,,{124276},100.458399.638146.174227.087094,100.458399.638146.174227.087094,HORS,3,4,0.00325,114.851,0,0,19.06,1.19,570
256,,"{126508,57600}",100.458399.638146.184853,100.458399.638146.184853,HORS,1,1,0.02555,0,0,0,0,0.58,567
257,"{47006,47007}","{124256,124256}",100.458399.638146.197970,100.458399.638146.197970,HORS,3,8,0.011,668.7056,10.42,0,50.34,4.25,567
258,,{126515},100.458399.638146.197970,100.458399.638146.197970.362373,HORS,2,5,0.0034000000000000002,359.3959,0.07,0,39.2,0.77,570
259,,{124275},100.458399.638146.197970.179759,100.458399.638146.197970.179759,HORS,2,2,0.032400000000000005,71.9117,0.31,0,5.9,1.49,570
260,,"{124274,57582}",100.458399.638146.199009,100.458399.638146.199009,HORS,1,1,0.012866666666666667,0,0.12,0,0,0.6,566
261,{15602},,100.458399.638146.206074,100.458399.638146.206074,HORS,5,355,0.0045,55317.5832,1570.62,0,2823.33,18.7,565
262,{15622},,100.458399.638146.206074,100.458399.638146.206074.662485,HORS,5,161,0.006,21647.4182,490.18,0,601.71,14.5,796
263,{15619},,100.458399.638146.206074,100.458399.638146.206074.775729,HORS,4,54,0.0116,10348.8505,439.32,0,195.3,10.9,909
264,"{46917,46918}","{124153,124153}",100.458399.638146.206074.015778,100.458399.638146.206074.015778.263404,HORS,2,2,0.004666666666666667,146.6423,11.41,0,14.24,1.16,575
265,,{57558},100.458399.638146.206074.015778.086624,100.458399.638146.206074.015778.086624,HORS,1,1,0.01435,0,0,0,0.52,0.95,566
266,,{57569},100.458399.638146.206074.045872,100.458399.638146.206074.045872.855855,HORS,1,1,0.013757142857142857,0,6.72,0,1.08,0.67,593
267,,{124155},100.458399.638146.206074.045872.118933,100.458399.638146.206074.045872.118933,HORS,2,2,0.015733333333333332,73.6319,0.44,0,20.81,0.66,575
268,,{57550},100.458399.638146.206074.045872.493186,100.458399.638146.206074.045872.493186.010546,HORS,3,22,0.010266666666666667,2832.1385,93.52,0,203.54,1.07,580
269,,{57575},100.458399.638146.206074.045872.493186,100.458399.638146.206074.045872.493186.159028,HORS,3,18,0.007949999999999999,2475.3341,92.02,0,155.41,1.8,585
270,,{57577},100.458399.638146.206074.045872.493186,100.458399.638146.206074.045872.493186.357427,HORS,3,11,0.006772727272727272,1493.0155,90.3,0,84.86,1.47,602
271,,{57579},100.458399.638146.206074.045872.493186,100.458399.638146.206074.045872.493186.610580,HORS,2,6,0.018359999999999998,650.8676,71.52,0,21.44,0.95,620
272,,{124146},100.458399.638146.206074.045872.493186,100.458399.638146.206074.045872.493186.802570,HORS,1,1,0.012800000000000002,0,5.95,0,14.33,0.5,660
273,,{57567},100.458399.638146.206074.045872.493186.010546,100.458399.638146.206074.045872.493186.010546,HORS,1,1,0.01156,0,0.28,0,34.19,0.93,586
274,,{124147},100.458399.638146.206074.045872.493186.550992,100.458399.638146.206074.045872.493186.550992.058219,HORS,2,2,0.0115625,227.471,3.45,0,25.5,1.64,636
275,,{57568},100.458399.638146.206074.045872.855855,100.458399.638146.206074.045872.855855,HORS,2,2,0.022999999999999996,36.1701,1.49,0,2.01,1.28,589
276,,{126431},100.458399.638146.206074.072192,100.458399.638146.206074.072192,HORS,1,1,0.0837,0,0,0,0,0.47,576
277,,{57512},100.458399.638146.206074.109985,100.458399.638146.206074.109985,HORS,1,1,0.009857142857142856,0,0.48,0,2.28,0.5,576
278,,{57533},100.458399.638146.206074.122750,100.458399.638146.206074.122750,HORS,1,1,0.00446,0,0.38,0,0,0.83,579
279,,"{57573,57574}",100.458399.638146.206074.138276,100.458399.638146.206074.138276,HORS,1,1,0.007625,0,0.03,0,4.87,0.51,580
280,,{57587},100.458399.638146.206074.147211,100.458399.638146.206074.147211.058215,HORS,2,2,0.005066666666666666,362.483,8.97,0,54.42,1.45,578
281,,{124144},100.458399.638146.206074.166559,100.458399.638146.206074.166559,HORS,2,4,0.00446,731.3404,0.41,0,49.47,1.45,581
282,,{124141},100.458399.638146.206074.257024,100.458399.638146.206074.257024.083064,HORS,2,3,0.01335,293.5607,2.64,0,74.97,2.23,594
283,,"{124140,124139,124138}",100.458399.638146.206074.257024.083064,100.458399.638146.206074.257024.083064,HORS,1,1,0.0295,0,0,0,0,0.67,594
284,"{46924,46925}","{126474,126474}",100.458399.638146.206074.269659,100.458399.638146.206074.269659,HORS,3,16,0.04285,3411.4444,52.57,0,481.5,2.51,595
285,,{126477},100.458399.638146.206074.269659,100.458399.638146.206074.269659.656486,HORS,3,4,0.0023333333333333335,225.7268,0.17,0,123.31,3.16,594
286,,{126476},100.458399.638146.206074.269659.415146,100.458399.638146.206074.269659.415146.169762,HORS,1,1,0.004333333333333333,0,23.85,0,27.76,1.1,595
287,,{126475},100.458399.638146.206074.269659.415146.169762,100.458399.638146.206074.269659.415146.169762,HORS,2,2,0.0099,80.025,24.7,0,59.64,1.72,595
288,{15606},,100.458399.638146.206074.317075,100.458399.638146.206074.317075.010730,HORS,4,46,0.005133333333333333,9381.6578,820.66,0,806.18,4,598
289,,{124116},100.458399.638146.206074.317075,100.458399.638146.206074.317075.822407,HORS,1,1,0.017433333333333335,0,6.34,0,56.43,0.85,673
290,,{124135},100.458399.638146.206074.317075.276857,100.458399.638146.206074.317075.276857,HORS,2,5,0.008071428571428573,989.7184,428.47,0,66.88,1.37,611
291,,{124368},100.458399.638146.206074.317075.286270,100.458399.638146.206074.317075.286270,HORS,2,2,0.006528571428571428,173.0235,429.65,0,45.65,1.52,588
292,,{125926},100.458399.638146.206074.317075.286270.779325,100.458399.638146.206074.317075.286270.779325,HORS,1,1,-0.0009666666666666666,0,0,0,12,0.73,583
293,,{124111},100.458399.638146.206074.317075.316308,100.458399.638146.206074.317075.316308.409209,HORS,2,5,0.005625,613.1381,6.67,0,133.36,0.84,583
294,,{124113},100.458399.638146.206074.317075.529844,100.458399.638146.206074.317075.529844.222669,HORS,1,1,0.000825,0,0,0,118.25,0.5,619
295,,{124060},100.458399.638146.206074.341159,100.458399.638146.206074.341159.551171,HORS,1,1,0.012575000000000001,0,4.14,0,12.66,0.45,614
296,,{124148},100.458399.638146.206074.384072,100.458399.638146.206074.384072,HORS,2,4,0.006286666666666667,184.9198,3.65,0,12.93,0.8,622
297,,{124066},100.458399.638146.206074.487129,100.458399.638146.206074.487129.437256,HORS,2,3,0.0033000000000000004,165.6494,28.79,0,31.05,0.6,663
298,,{124065},100.458399.638146.206074.487129,100.458399.638146.206074.487129.588470,HORS,1,1,0.011094117647058824,0,0.53,0,24.95,0.53,664
299,,"{124365,124072}",100.458399.638146.206074.487129.184766,100.458399.638146.206074.487129.184766,HORS,2,2,0.019799999999999998,254.0865,0.23,0,27.17,1.5,676
300,,{124073},100.458399.638146.206074.487129.184766.503208,100.458399.638146.206074.487129.184766.503208,HORS,1,1,0.0101,0,0.23,0,0,0.4,692
301,,{124070},100.458399.638146.206074.487129.327270,100.458399.638146.206074.487129.327270,HORS,2,2,0.006633333333333334,396.6346,1.62,0,16.23,1.2,666
302,,"{124064,124364,124366}",100.458399.638146.206074.487129.327270,100.458399.638146.206074.487129.327270.129791,HORS,1,1,0.01416,0,0,0,1.75,0.77,712
303,,"{124069,124068}",100.458399.638146.206074.487129.391067,100.458399.638146.206074.487129.391067,HORS,1,1,0.011699999999999999,0,0,0,20.3,0.93,675
304,,{124067},100.458399.638146.206074.487129.437256,100.458399.638146.206074.487129.437256,HORS,1,1,0.010446153846153846,0,0.05,0,24.89,0.6,670
305,,"{124062,124061}",100.458399.638146.206074.494300,100.458399.638146.206074.494300,HORS,1,1,0.036699999999999997,0,0,0,0,1.38,687
306,,{124074},100.458399.638146.206074.538137,100.458399.638146.206074.538137,HORS,2,2,0.0755,25.5265,0.06,0,2.17,0.6,692
307,{15624},,100.458399.638146.206074.560257,100.458399.638146.206074.560257.024132,HORS,3,6,0.01705,486.0944,1.12,0,13.57,2.6,733
308,,"{124088,124087}",100.458399.638146.206074.567697.196600,100.458399.638146.206074.567697.196600,HORS,1,1,0.015275,0,0.12,0,1.07,0.77,731
309,,{124076},100.458399.638146.206074.591662,100.458399.638146.206074.591662,HORS,1,1,0.013790000000000002,0,0,0,4.43,1.62,767
310,,{124078},100.458399.638146.206074.594516,100.458399.638146.206074.594516,HORS,1,1,0.032266666666666666,0,0,0,0.09,1.08,770
311,,"{124089,124090}",100.458399.638146.206074.608660,100.458399.638146.206074.608660,HORS,1,1,0.012563636363636362,0,0,0,6.36,0.51,760
312,,{124091},100.458399.638146.206074.630690,100.458399.638146.206074.630690,HORS,1,1,0.01628,0,0,0,1.67,1.17,804
313,,{124079},100.458399.638146.206074.643837,100.458399.638146.206074.643837.167988,HORS,2,2,0.0545,127.6033,0,0,8.88,0.4,803
314,,{124080},100.458399.638146.206074.643837.052230,100.458399.638146.206074.643837.052230,HORS,1,1,0.0341,0,0,0,32.75,1.05,790
315,,"{124106,124104}",100.458399.638146.206074.654881,100.458399.638146.206074.654881.135988,HORS,2,2,0.013720000000000001,184.6906,1.15,0,24.64,1.36,828
316,,{124092},100.458399.638146.206074.654881.135988,100.458399.638146.206074.654881.135988,HORS,2,3,0.01691428571428571,416.2069,0,0,18.19,2.12,811
317,,{124108},100.458399.638146.206074.654881.135988.245670,100.458399.638146.206074.654881.135988.245670,HORS,1,1,0.0553,0,0,0,0,1.44,829
318,,{124081},100.458399.638146.206074.662485,100.458399.638146.206074.662485,HORS,1,1,0.036533333333333334,0,0,0,32.75,0.73,822
319,{15621},{124103},100.458399.638146.206074.680442,100.458399.638146.206074.680442.303257,HORS,1,1,0.0647,0,0,0,1.48,1.4,900
320,,{124083},100.458399.638146.206074.692564,100.458399.638146.206074.692564,HORS,1,1,0.046849999999999996,0,0,0,0.3,1.42,825
321,,{124102},100.458399.638146.206074.699677,100.458399.638146.206074.699677.436150,HORS,1,1,0.0384,0,0,0,0,1,887
322,{15613},,100.458399.638146.206074.724740,100.458399.638146.206074.724740,HORS,4,79,0.028499999999999998,7129.1231,25.04,0,329.56,6.6,832
323,{15610},,100.458399.638146.206074.724740,100.458399.638146.206074.724740.639956,HORS,3,8,0.0070125000000000005,575.5044,4.04,0,89.24,2.1,904
324,{15611},,100.458399.638146.206074.724740.195934,100.458399.638146.206074.724740.195934.181391,HORS,3,9,0,1041.7051,9.51,0,48.12,2.9,854
560,,{57101},100.458399.638146.674105.236745,100.458399.638146.674105.236745,HORS,1,1,0.047625,0,0,0,25.4,0.99,750
325,,{126405},100.458399.638146.206074.724740.195934.237957,100.458399.638146.206074.724740.195934.237957,HORS,1,1,0.02162857142857143,0,0,0,30.62,0.77,871
326,,"{126005,126006,126003}",100.458399.638146.206074.724740.195934.448903,100.458399.638146.206074.724740.195934.448903.295974,HORS,2,2,0.0657,6.6055,0,0,0,0.8,968
