channel_width_id,stream_sample_site_ids,stream_crossing_ids,wscode_ltree,localcode_ltree,watershed_group_code,stream_order,stream_magnitude,gradient,upstream_area_ha,upstream_lake_ha,upstream_reservoir_ha,upstream_wetland_ha,channel_width_measured,map,Exclude,Reason
499,,{57414},100.458399.638146.468647.774208.036401,100.458399.638146.468647.774208.036401.041232,HORS,2,2,0.1032,234.1708,0,0,0,3.15,830,,
504,{53599},,100.458399.638146.468647.892004,100.458399.638146.468647.892004,HORS,2,3,0.01975,602.2067,68.72,0,0,3.15,804,,
342,"{46972,46971}","{57544,57544}",100.458399.638146.259900,100.458399.638146.259900.348380,HORS,3,12,0.007536364,1732.9819,5.67,0,64.18,3.04,591,,
495,"{49066,49064,49066,49064}","{57423,57423,57422,57422}",100.458399.638146.468647.732008,100.458399.638146.468647.732008,HORS,2,2,0.0576,243.8887,0,0,3.93,3,859,,
434,,{57265},100.458399.638146.468647.381638.414217.305480,100.458399.638146.468647.381638.414217.305480.042495,HORS,3,5,0.017766667,412.5131,5.15,0,26.17,2.95,773,,
569,,"{57115,57114}",100.458399.638146.700931,100.458399.638146.700931.496987,HORS,2,6,0.193933333,195.4801,0.34,0,2.88,2.93,1100,,
348,,{124151},100.458399.638146.270227.286249,100.458399.638146.270227.286249.053229,HORS,2,10,0.0049875,1141.813,63.99,0,102.88,2.91,579,,
505,"{46994,46995}","{57468,57468}",100.458399.638146.516796,100.458399.638146.516796,HORS,4,21,0.08085,855.5418,0,0,0,2.91,781,,
303,{15611},,100.458399.638146.206074.724740.195934,100.458399.638146.206074.724740.195934.181391,HORS,3,9,0,1041.7051,9.51,0,48.12,2.9,854,,
500,,{57409},100.458399.638146.468647.789360.131739,100.458399.638146.468647.789360.131739,HORS,2,3,0.1174,350.6881,0,0,0,2.87,813,,
217,,{123890},100.458399.638146.160656.698797,100.458399.638146.160656.698797.770664,HORS,2,3,0.116,145.7532,0,0,0.24,2.74,1268,,
180,"{47000,47001}","{57520,57520}",100.458399.638146.160656.169130,100.458399.638146.160656.169130,HORS,3,7,0.022466667,749.0239,5807.79,0,15.35,2.7,610,,
157,"{46975,46976}","{126594,126594}",100.458399.638146.160656.051494,100.458399.638146.160656.051494.811334,HORS,2,3,0.00885,579.711,68.83,0,14.15,2.67,619,,
230,,{57208},100.458399.638146.160656.812390,100.458399.638146.160656.812390.134245,HORS,3,14,0.2667,542.1123,5.92,0,1.33,2.65,988,,
584,,{57149},100.458399.638146.732471.156795.222496,100.458399.638146.732471.156795.222496,HORS,1,1,0.1109,0,0,0,0,2.63,1146,,
286,{15624},,100.458399.638146.206074.560257,100.458399.638146.206074.560257.024132,HORS,3,6,0.01705,486.0944,1.12,0,13.57,2.6,733,,
523,,{6532},100.458399.638146.657323,100.458399.638146.657323,HORS,2,2,0.1207,174.8265,0,0,0.99,2.6,861,,
416,,{57465},100.458399.638146.451938.122031.530493,100.458399.638146.451938.122031.530493,HORS,1,1,0.056475,0,0,0,0.53,2.56,877,,
361,{47008},,100.458399.638146.312851.045638,100.458399.638146.312851.045638.145393,HORS,3,5,0.0757,554.7212,0,0,1.75,2.53,656,,
262,"{46925,46924}","{126474,126474}",100.458399.638146.206074.269659,100.458399.638146.206074.269659,HORS,3,16,0.04285,3411.4444,52.57,0,481.5,2.51,595,,
263,{15605},,100.458399.638146.206074.269659,100.458399.638146.206074.269659.132332,HORS,3,14,0.000425,3079.693,52.52,0,472.2,2.5,595,,
193,,"{125907,124336,124337}",100.458399.638146.160656.317199,100.458399.638146.160656.317199.797378,HORS,1,1,0.181,0,0,0,0,2.47,1013,,
514,,{57374},100.458399.638146.603863,100.458399.638146.603863,HORS,2,3,0.06535,277.9461,0,0,0,2.47,792,,
338,,{123940},100.458399.638146.206074.926068,100.458399.638146.206074.926068.489726,HORS,1,1,0.054966667,0,92.79,0,0.74,2.45,1124,,
191,,"{125903,125904}",100.458399.638146.160656.283116,100.458399.638146.160656.283116.390353,HORS,1,1,0.0626,0,0,0,4.08,2.43,902,,
186,{47736},,100.458399.638146.160656.276705,100.458399.638146.160656.276705.540374,HORS,2,7,0.0107,588.8231,17.01,0,10.83,2.42,703,,
195,,{57527},100.458399.638146.160656.341941,100.458399.638146.160656.341941.440434,HORS,2,2,0.2074,168.454,0,0,0,2.42,760,,
411,"{46997,46996}","{57507,57507}",100.458399.638146.441568,100.458399.638146.441568,HORS,3,11,0.0298,1209.524,0,0,20.3,2.4,622,,
465,,{123848},100.458399.638146.468647.452856.185609,100.458399.638146.468647.452856.185609.708763,HORS,1,1,0.041866667,0,0,0,2.1,2.4,988,,
497,,{57421},100.458399.638146.468647.749853,100.458399.638146.468647.749853,HORS,2,2,0.068,238.4929,0,0,0,2.39,808,,
322,,{125949},100.458399.638146.206074.771667,100.458399.638146.206074.771667.060617,HORS,2,3,0.017233333,545.0232,0.32,0,0.52,2.38,902,,
152,"{46980,46981,46980,46981}","{126603,126603,126568,126568}",100.458399.638146.142627,100.458399.638146.142627.015839,HORS,1,1,0.015133333,0,27.96,0,0.28,2.37,593,,
228,,{123891},100.458399.638146.160656.698797.770664,100.458399.638146.160656.698797.770664,HORS,1,1,0.2891,0,0,0,0,2.37,1399,,
214,,"{57120,57123}",100.458399.638146.160656.669834.536210.042803,100.458399.638146.160656.669834.536210.042803,HORS,1,1,0.1596,0,0,0,0,2.34,1086,,
496,,{123834},100.458399.638146.468647.732008,100.458399.638146.468647.732008.419072,HORS,1,1,0.032675,0,0,0,2.43,2.33,941,,
511,,{57192},100.458399.638146.568800.322411.128508.329249,100.458399.638146.568800.322411.128508.329249,HORS,1,1,0.047966667,0,1.55,0,3.06,2.3,877,,
131,,{124257},100.458399.638146.031407,100.458399.638146.031407.571206,HORS,1,1,0.036533333,0,1.38,0,127.25,2.29,592,,
540,,"{123913,123911}",100.458399.638146.674105.266473.332005,100.458399.638146.674105.266473.332005,HORS,1,1,0.062733333,0,0,0,4.42,2.28,1074,,
588,,{57141},100.458399.638146.746475,100.458399.638146.746475.142253,HORS,1,1,0.0591,0,0,0,0,2.27,1040,,
441,,{57278},100.458399.638146.468647.381638.414217.572850,100.458399.638146.468647.381638.414217.572850.074845,HORS,1,1,0.0215,0,0,0,10.47,2.25,852,,
548,,{57248},100.458399.638146.674105.424495,100.458399.638146.674105.424495.278477,HORS,3,12,0.02355,554.5838,11.52,0,22.53,2.25,767,,
396,,{57484},100.458399.638146.437909.529618,100.458399.638146.437909.529618.425148,HORS,2,5,0.0731,1018.7486,0.07,0,0.75,2.24,803,,
260,,{124141},100.458399.638146.206074.257024,100.458399.638146.206074.257024.083064,HORS,2,3,0.01335,293.5607,2.64,0,74.97,2.23,594,,
463,,{123851},100.458399.638146.468647.452856.162265.634687,100.458399.638146.468647.452856.162265.634687,HORS,2,2,0.0145,230.1039,0,0,14.12,2.18,742,,
529,,{57325},100.458399.638146.674105.077173,100.458399.638146.674105.077173,HORS,1,1,0.05146,0,0,0,12.46,2.17,1006,,
372,,{124130},100.458399.638146.312851.592212,100.458399.638146.312851.592212.108987,HORS,2,2,0.0685,279.995,0,0,12.38,2.13,838,,
295,,{124092},100.458399.638146.206074.654881.135988,100.458399.638146.206074.654881.135988,HORS,2,3,0.016914286,416.2069,0,0,18.19,2.12,811,,
302,{15610},,100.458399.638146.206074.724740,100.458399.638146.206074.724740.639956,HORS,3,8,0.0070125,575.5044,4.04,0,89.24,2.1,904,,
437,,{57269},100.458399.638146.468647.381638.414217.305480.253721,100.458399.638146.468647.381638.414217.305480.253721,HORS,1,1,0.0574,0,0,0,4.43,2.1,805,,
204,,{57382},100.458399.638146.160656.552109,100.458399.638146.160656.552109.549716,HORS,2,3,0.0478,220.1215,1.85,0,0.8,2.08,884,,
533,,{57336},100.458399.638146.674105.126178,100.458399.638146.674105.126178,HORS,2,3,0.092366667,213.7532,0,0,149.28,2.08,898,,
349,,{124150},100.458399.638146.270227.286249,100.458399.638146.270227.286249.344093,HORS,2,7,0.0175,698.3648,4.87,0,79.48,2.06,585,,
360,"{46992,46993}","{124272,124272}",100.458399.638146.312851.045638,100.458399.638146.312851.045638,HORS,3,8,0.004066667,1134.3543,1.65,0,44.65,2.06,592,,
466,,{123847},100.458399.638146.468647.452856.185609.708763,100.458399.638146.468647.452856.185609.708763,HORS,1,1,0.1244,0,0,0,0,2.05,942,,
602,,{57458},100.458399.638146.758606.532184.137372,100.458399.638146.758606.532184.137372,HORS,1,1,0.244,0,0,0,0,2.03,1404,,
618,,{123861},100.458399.638146.904424,100.458399.638146.904424,HORS,2,3,0.356,44.5244,0,0,0,2.02,1408,,
438,,{57273},100.458399.638146.468647.381638.414217.305480.422020,100.458399.638146.468647.381638.414217.305480.422020,HORS,2,2,0.023366667,84.8385,2.51,0,19.93,2,831,,
485,,{57187},100.458399.638146.468647.627107.662642,100.458399.638146.468647.627107.662642,HORS,1,1,0.1099,0,0,0,0,2,835,,
581,,{123903},100.458399.638146.732471,100.458399.638146.732471.546317,HORS,1,1,0.214,0,0,0,0,1.97,1290,,
234,,{124277},100.458399.638146.174227,100.458399.638146.174227.087094,HORS,2,4,0.012333333,226.1745,0.13,0,18.59,1.96,574,,
310,,{126018},100.458399.638146.206074.724740.360144.234990,100.458399.638146.206074.724740.360144.234990.353070,HORS,2,4,0.027625,154.9567,0,0,3.08,1.95,931,,
435,,{57277},100.458399.638146.468647.381638.414217.305480,100.458399.638146.468647.381638.414217.305480.476574,HORS,1,1,0.02695,0,0.13,0,19.67,1.95,845,,
197,,{125912},100.458399.638146.160656.349408,100.458399.638146.160656.349408,HORS,1,1,0.0721,0,5802.43,0,0,1.92,725,,
446,,{57260},100.458399.638146.468647.381638.781227,100.458399.638146.468647.381638.781227.276273,HORS,2,3,0.0289,197.0154,0,0,0,1.88,792,,
459,{65962},,100.458399.638146.468647.452856.162265,100.458399.638146.468647.452856.162265.269862,HORS,2,7,0.0133,525.1779,2.53,0,272.16,1.88,693,,
493,,"{57428,57426}",100.458399.638146.468647.696596,100.458399.638146.468647.696596,HORS,1,1,0.01765,0,0,0,0.2,1.88,740,,
442,,{57279},100.458399.638146.468647.381638.414217.572850.074845,100.458399.638146.468647.381638.414217.572850.074845,HORS,1,1,0.0754,0,0,0,0,1.87,826,,
604,,{123948},100.458399.638146.758606.710124,100.458399.638146.758606.710124,HORS,1,1,0.209166667,0,0.05,0,0,1.87,1406,,
196,,{125910},100.458399.638146.160656.341941,100.458399.638146.160656.341941.512441,HORS,1,1,0.2089,0,0,0,0,1.85,962,,
456,"{46967,46968,65957,65958,65959}","{57158,57158,57158,57158,57158}",100.458399.638146.468647.452856.125340,100.458399.638146.468647.452856.125340,HORS,2,3,0.0095375,522.291,9.45,0,248.34,1.85,699,,
473,,{57164},100.458399.638146.468647.525390,100.458399.638146.468647.525390,HORS,2,3,0.0315,227.4429,3.05,0,17.62,1.85,782,,
139,,{126590},100.458399.638146.094050.442238.260257,100.458399.638146.094050.442238.260257,HORS,2,2,0.02195,61.5169,1.01,0,0.85,1.84,610,,
353,"{46919,46920}","{124152,124152}",100.458399.638146.270227.286249.053229,100.458399.638146.270227.286249.053229,HORS,2,3,0.006266667,273.8727,27.14,0,23.86,1.84,581,,
354,{50360},{57394},100.458399.638146.270227.286249.578882,100.458399.638146.270227.286249.578882,HORS,1,1,0.004241667,0,1.33,0,15.72,1.82,597,,
198,,"{125915,125913}",100.458399.638146.160656.358469,100.458399.638146.160656.358469,HORS,1,1,0.1102,0,5802.43,0,0,1.8,955,,
247,,{57575},100.458399.638146.206074.045872.493186,100.458399.638146.206074.045872.493186.159028,HORS,3,18,0.00795,2475.3341,92.02,0,155.41,1.8,585,,
308,{15612},,100.458399.638146.206074.724740.360144,100.458399.638146.206074.724740.360144.300243,HORS,3,6,0.0218,861.3509,0.09,0,10.65,1.8,892,,
311,,{126425},100.458399.638146.206074.724740.360144.234990.693623,100.458399.638146.206074.724740.360144.234990.693623,HORS,1,1,0.0391,0,0,0,0.16,1.8,946,,
232,,{124268},100.458399.638146.164516,100.458399.638146.164516,HORS,2,2,0.01035,425.5405,1.03,0,9.01,1.79,575,,
324,,{125948},100.458399.638146.206074.771667.473068.051938,100.458399.638146.206074.771667.473068.051938,HORS,1,1,0.0353,0,0,0,0,1.78,970,,
536,,"{57097,57098,57095}",100.458399.638146.674105.186756,100.458399.638146.674105.186756,HORS,2,2,0.03312,76.6266,0.09,0,150.19,1.78,762,,
373,,"{124128,124133}",100.458399.638146.312851.867170,100.458399.638146.312851.867170.070551,HORS,1,1,0.0153,0,0,0,5.08,1.77,851,,
484,,"{57429,57186,57185}",100.458399.638146.468647.627107,100.458399.638146.468647.627107.662642,HORS,1,1,0.0994,0,0,0,0,1.77,872,,
583,,{123955},100.458399.638146.732471.156795,100.458399.638146.732471.156795.532683,HORS,1,1,0.040066667,0,0,0,4.31,1.77,1162,,
477,,"{57435,57431}",100.458399.638146.468647.600242.103072,100.458399.638146.468647.600242.103072,HORS,2,2,0.1036,87.1126,0,0,0.94,1.76,773,,
469,,{57437},100.458399.638146.468647.452856.620745,100.458399.638146.468647.452856.620745,HORS,1,1,0.069733333,0,0,0,1.62,1.73,1117,,
266,,{126475},100.458399.638146.206074.269659.415146.169762,100.458399.638146.206074.269659.415146.169762,HORS,2,2,0.0099,80.025,24.7,0,59.64,1.72,595,,
309,,"{126015,126415}",100.458399.638146.206074.724740.360144,100.458399.638146.206074.724740.360144.365416,HORS,2,2,0.037633333,111.8219,0.09,0,6.98,1.72,944,,
502,"{47541,49091,49093,49045,49048,49049}",,100.458399.638146.468647.818160,100.458399.638146.468647.818160,HORS,1,1,0.0309,0,128.62,0,0.48,1.72,894,,
173,,{57525},100.458399.638146.160656.130071.574471,100.458399.638146.160656.130071.574471,HORS,1,1,0.02032,0,7.62,0,1.64,1.7,617,,
355,,{57562},100.458399.638146.270227.391327,100.458399.638146.270227.391327,HORS,1,1,0.00225,0,3.08,0,8.71,1.7,588,,
549,,{57232},100.458399.638146.674105.424495,100.458399.638146.674105.424495.399503,HORS,3,7,0.0332,226.4759,11.23,0,22.32,1.69,828,,
323,,{125946},100.458399.638146.206074.771667.473068,100.458399.638146.206074.771667.473068.051938,HORS,1,1,0.0564,0,0,0,0,1.68,1013,,
512,,{57372},100.458399.638146.568800.491278,100.458399.638146.568800.491278,HORS,2,2,0.08625,69.472,0,0,17.38,1.68,1045,,
520,,{57363},100.458399.638146.619421,100.458399.638146.619421,HORS,2,4,0.0681,294.2004,0.37,0,2.61,1.68,847,,
143,,{126511},100.458399.638146.108023,100.458399.638146.108023.530231,HORS,3,10,0.0053,783.371,6.46,0,32.41,1.67,574,,
481,,{123827},100.458399.638146.468647.603587.286079,100.458399.638146.468647.603587.286079,HORS,2,2,0.074,103.1407,0,0,0,1.66,973,,
337,,{124093},100.458399.638146.206074.904319,100.458399.638146.206074.904319,HORS,1,1,0.1876,0,0,0,0,1.65,1308,,
227,,{125922},100.458399.638146.160656.698797.603153.171906,100.458399.638146.160656.698797.603153.171906.330557,HORS,2,3,0.2266,60.5547,0,0,0,1.64,1334,,
252,,{124147},100.458399.638146.206074.045872.493186.550992,100.458399.638146.206074.045872.493186.550992.058219,HORS,2,2,0.0115625,227.471,3.45,0,25.5,1.64,636,,
288,,{124076},100.458399.638146.206074.591662,100.458399.638146.206074.591662,HORS,1,1,0.01379,0,0,0,4.43,1.62,767,,
482,,"{57433,123831}",100.458399.638146.468647.606394,100.458399.638146.468647.606394,HORS,1,1,0.04075,0,496.61,0,0,1.61,789,,
142,,{126577},100.458399.638146.094050.695382,100.458399.638146.094050.695382,HORS,1,1,0.00618,0,0,0,2.2,1.57,603,,
415,,{57467},100.458399.638146.451938.122031,100.458399.638146.451938.122031.801987,HORS,1,1,0.1252,0,0,0,0,1.56,1038,,
616,,{57396},100.458399.638146.896859,100.458399.638146.896859,HORS,1,1,0.3706,0,0,0,0,1.56,1347,,
622,,{57392},100.458399.638146.921524,100.458399.638146.921524,HORS,1,1,0.3134,0,0,0,0,1.56,1301,,
406,,"{124320,57474}",100.458399.638146.437909.664855,100.458399.638146.437909.664855,HORS,1,1,0.0378125,0,496.7,0,4.59,1.55,841,,
545,,"{57254,57253}",100.458399.638146.674105.371333,100.458399.638146.674105.371333.540229,HORS,1,1,0.1532,0,0,0,0,1.54,823,,
160,{46977},{126593},100.458399.638146.160656.051494.769901,100.458399.638146.160656.051494.769901.240712,HORS,2,4,0.006636364,275.9218,66.41,0,20.5,1.53,618,,
356,"{46999,46998}","{57555,57555}",100.458399.638146.273226,100.458399.638146.273226,HORS,2,5,0.0398,380.5866,0.66,0,12.92,1.53,578,,
525,,"{123908,57328}",100.458399.638146.674105.041106,100.458399.638146.674105.041106,HORS,1,1,0.0967,0,0,0,0.49,1.53,990,,
156,,"{124254,57601,124253}",100.458399.638146.160656.011715,100.458399.638146.160656.011715.037715,HORS,3,5,0.00634,1021.565,30.01,0,29,1.52,572,,
183,,{57537},100.458399.638146.160656.169130.450122,100.458399.638146.160656.169130.450122,HORS,2,2,0.0915,117.3917,0,0,2.2,1.52,688,,
270,,{124368},100.458399.638146.206074.317075.286270,100.458399.638146.206074.317075.286270,HORS,2,2,0.006528571,173.0235,429.65,0,45.65,1.52,588,,
378,,"{124240,57591}",100.458399.638146.339961,100.458399.638146.339961,HORS,1,1,0.05375,0,0,0,0,1.52,617,,
579,,"{57138,57139}",100.458399.638146.731092,100.458399.638146.731092,HORS,2,2,0.05555,121.0544,0,0,0,1.52,1053,,
422,,{57317},100.458399.638146.468647.198595,100.458399.638146.468647.198595.483330,HORS,2,2,0.010325,244.2342,5.29,0,14.34,1.51,703,,
135,,"{126586,126578}",100.458399.638146.094050,100.458399.638146.094050.695382,HORS,2,2,0.0086,39.7287,0.32,0,4.96,1.5,604,,
209,,"{124384,124385,124383,124380,124388,124386,124387}",100.458399.638146.160656.615528,100.458399.638146.160656.615528.334124,HORS,1,1,0.236,0,0,0,0,1.5,963,,
278,,"{124072,124365}",100.458399.638146.206074.487129.184766,100.458399.638146.206074.487129.184766,HORS,2,2,0.0198,254.0865,0.23,0,27.17,1.5,676,,
240,,{124275},100.458399.638146.197970.179759,100.458399.638146.197970.179759,HORS,2,2,0.0324,71.9117,0.31,0,5.9,1.49,570,,
226,,"{124361,57385,57386,123892}",100.458399.638146.160656.698797.603153.171906,100.458399.638146.160656.698797.603153.171906,HORS,2,4,0.221,112.9856,0,0,0,1.48,1159,,
315,,{126008},100.458399.638146.206074.724740.581718,100.458399.638146.206074.724740.581718.474543,HORS,2,3,0.02325,292.4317,0,0,3.68,1.48,946,,
476,,"{57441,57444,57440}",100.458399.638146.468647.600242,100.458399.638146.468647.600242.630103,HORS,1,1,0.040333333,0,0,0,1.72,1.48,950,,
248,,{57577},100.458399.638146.206074.045872.493186,100.458399.638146.206074.045872.493186.357427,HORS,3,11,0.006772727,1493.0155,90.3,0,84.86,1.47,602,,
421,,{57166},100.458399.638146.468647.075892,100.458399.638146.468647.075892.847488,HORS,1,1,0.03534,0,3.6,0,4.43,1.47,680,,
258,,{57587},100.458399.638146.206074.147211,100.458399.638146.206074.147211.058215,HORS,2,2,0.005066667,362.483,8.97,0,54.42,1.45,578,,
259,,{124144},100.458399.638146.206074.166559,100.458399.638146.206074.166559,HORS,2,4,0.00446,731.3404,0.41,0,49.47,1.45,581,,
296,,{124108},100.458399.638146.206074.654881.135988.245670,100.458399.638146.206074.654881.135988.245670,HORS,1,1,0.0553,0,0,0,0,1.44,829,,
159,,{126596},100.458399.638146.160656.051494.664679,100.458399.638146.160656.051494.664679.566829,HORS,1,1,0.0116,0,6.15,0,3.92,1.43,621,,
457,,{123837},100.458399.638146.468647.452856.125340,100.458399.638146.468647.452856.125340.417029,HORS,1,1,0.0846,0,0,0,0,1.43,818,,
612,,{123886},100.458399.638146.804329,100.458399.638146.804329,HORS,3,4,0.306,88.5208,0,0,0,1.43,1038,,
617,,{123862},100.458399.638146.900354,100.458399.638146.900354,HORS,1,1,0.4735,0,0,0,0,1.43,1447,,
220,,{123897},100.458399.638146.160656.698797.471861,100.458399.638146.160656.698797.471861,HORS,2,2,0.1556,39.5581,0,0,0,1.42,1062,,
299,,{124083},100.458399.638146.206074.692564,100.458399.638146.206074.692564,HORS,1,1,0.04685,0,0,0,0.3,1.42,825,,
329,,{125967},100.458399.638146.206074.819181,100.458399.638146.206074.819181,HORS,1,1,0.022881818,0,0.34,0,1.83,1.42,973,,
541,,{123910},100.458399.638146.674105.266473.392424,100.458399.638146.674105.266473.392424,HORS,1,1,0.0882,0,0,0,0,1.42,1130,,
626,,{123865},100.458399.638146.931133.065207,100.458399.638146.931133.065207,HORS,1,1,0.2659,0,0,0,0,1.42,1427,,
624,,{123864},100.458399.638146.923221,100.458399.638146.923221,HORS,1,1,0.4028,0,0,0,0,1.41,1368,,
137,,{126573},100.458399.638146.094050.442238,100.458399.638146.094050.442238,HORS,3,6,0.013875,285.5742,10.39,0,7.21,1.4,604,,
298,{15621},{124103},100.458399.638146.206074.680442,100.458399.638146.206074.680442.303257,HORS,1,1,0.0647,0,0,0,1.48,1.4,900,,
614,,{57203},100.458399.638146.860217,100.458399.638146.860217,HORS,3,5,0.2146,201.2083,0.63,0,0.12,1.4,1307,,
414,,{125918},100.458399.638146.451938,100.458399.638146.451938.775250,HORS,1,1,0.09135,0,0,0,0.14,1.39,1089,,
284,,"{124061,124062}",100.458399.638146.206074.494300,100.458399.638146.206074.494300,HORS,1,1,0.0367,0,0,0,0,1.38,687,,
447,,"{57258,57257}",100.458399.638146.468647.381638.781227,100.458399.638146.468647.381638.781227.566495,HORS,2,2,0.1424,107.8691,0,0,0,1.38,848,,
494,,{57425},100.458399.638146.468647.716860,100.458399.638146.468647.716860,HORS,2,2,0.0557,279.0064,0,0,0,1.38,763,,
222,,{123895},100.458399.638146.160656.698797.508758.042505,100.458399.638146.160656.698797.508758.042505,HORS,2,2,0.0428,62.844,0,0,0,1.37,1036,,
269,,{124135},100.458399.638146.206074.317075.276857,100.458399.638146.206074.317075.276857,HORS,2,5,0.008071429,989.7184,428.47,0,66.88,1.37,611,,
351,,{57387},100.458399.638146.270227.286249,100.458399.638146.270227.286249.487382,HORS,2,3,0.031966667,511.5983,3.23,0,51.38,1.37,589,,
294,,"{124104,124106}",100.458399.638146.206074.654881,100.458399.638146.206074.654881.135988,HORS,2,2,0.01372,184.6906,1.15,0,24.64,1.36,828,,
492,,{57180},100.458399.638146.468647.653917,100.458399.638146.468647.653917,HORS,2,2,0.0179,124.8414,496.61,0,0,1.36,774,,
